"","chromosome_name","start_position","end_position","hgnc_symbol"
"12027","15",47774219,47846266,"LINC01491"
"12028","9",103140523,103325034,"LINC01492"
"12029","11",38646451,38686323,"LINC01493"
"12030","2",218900811,218930636,"LINC01494"
"12031","11",22445673,22492073,"LINC01495"
"12032","X",51498490,51511005,"LINC01496"
"12033","17",69961568,69994845,"LINC01497"
"12034","12",108434130,108515023,"LINC01498"
"12035","11",41714534,41857733,"LINC01499"
"12036","14",58646631,59184247,"LINC01500"
"12037","9",90462432,90583821,"LINC01501"
"12038","9",135574935,135587112,"LINC01502"
"12039","9",129332300,129359549,"LINC01503"
"12040","9",72305367,72356721,"LINC01504"
"12041","9",105993310,106740875,"LINC01505"
"12042","9",68543527,68546678,"LINC01506"
"12043","9",80030579,80034555,"LINC01507"
"12044","9",90300885,90433566,"LINC01508"
"12045","9",107420191,107466613,"LINC01509"
"12046","CHR_HSCHR5_3_CTG1",1363582,1380067,"LINC01511"
"12047","5",1353896,1380107,"LINC01511"
"12048","6",43891045,43938212,"LINC01512"
"12049","10",101176306,101194147,"LINC01514"
"12050","CHR_HSCHR10_1_CTG6",65574155,65880289,"LINC01515"
"12051","10",65570338,65880289,"LINC01515"
"12052","10",25113058,25161236,"LINC01516"
"12053","10",28743506,28941910,"LINC01517"
"12054","10",42644445,42691723,"LINC01518"
"12055","10",85193421,85197958,"LINC01519"
"12056","10",85449592,85492001,"LINC01520"
"12057","22",31346777,31348719,"LINC01521"
"12058","20",47976739,47990127,"LINC01522"
"12059","20",47983404,47984313,"LINC01523"
"12060","20",52192159,52670578,"LINC01524"
"12061","1",117272182,117321336,"LINC01525"
"12062","6",81813286,81814157,"LINC01526"
"12063","19",35785697,35797935,"LINC01529"
"12064","19",51592448,51594396,"LINC01530"
"12065","19",35399511,35419385,"LINC01531"
"12066","19",29002319,29015160,"LINC01532"
"12067","19",32025808,32073809,"LINC01533"
"12068","19",37251867,37265547,"LINC01535"
"12069","11",72570660,72573229,"LINC01537"
"12070","18",64181314,64260055,"LINC01538"
"12071","18",56083356,56137536,"LINC01539"
"12072","18",71519962,71578956,"LINC01541"
"12073","18",26421139,26438041,"LINC01543"
"12074","18",61748082,61758464,"LINC01544"
"12075","X",46887417,46899703,"LINC01545"
"12076","X",3271544,3290158,"LINC01546"
"12077","21",44932814,44939941,"LINC01547"
"12078","21",33164809,33170649,"LINC01548"
"12079","21",17438821,17450104,"LINC01549"
"12080","14",97924637,97978124,"LINC01550"
"12081","14",28765640,28823817,"LINC01551"
"12082","10",59955430,59960913,"LINC01553"
"12083","5",95838245,95860141,"LINC01554"
"12084","1",84628230,84635020,"LINC01555"
"12085","CHR_HSCHR6_MHC_MANN_CTG1",28943846,28944506,"LINC01556"
"12086","CHR_HSCHR6_MHC_COX_CTG1",28940401,28941061,"LINC01556"
"12087","CHR_HSCHR6_MHC_SSTO_CTG1",28944738,28945398,"LINC01556"
"12088","CHR_HSCHR6_MHC_QBL_CTG1",28943865,28944525,"LINC01556"
"12089","CHR_HSCHR6_MHC_MCF_CTG1",28944039,28944699,"LINC01556"
"12090","6",28943877,28944537,"LINC01556"
"12091","6",167784537,167796872,"LINC01558"
"12092","12",13371089,13387167,"LINC01559"
"12093","X",47483571,47484823,"LINC01560"
"12094","10",120597949,120600124,"LINC01561"
"12095","1",51195095,51235096,"LINC01562"
"12096","17",21075362,21092351,"LINC01563"
"12097","6",53616471,53707024,"LINC01564"
"12098","3",128572000,128576086,"LINC01565"
"12099","16",35363412,35390584,"LINC01566"
"12100","16",24661422,24671062,"LINC01567"
"12101","16",73386771,73504954,"LINC01568"
"12102","16",4243943,4253847,"LINC01569"
"12103","16",5596856,5616373,"LINC01570"
"12104","16",51755325,51788208,"LINC01571"
"12105","16",72236281,72665014,"LINC01572"
"12106","5",176743205,176743871,"LINC01574"
"12107","15",93718542,94070898,"LINC01579"
"12108","15",93894431,93984150,"LINC01580"
"12109","15",93905405,94107938,"LINC01581"
"12110","15",98081993,98103761,"LINC01582"
"12111","15",82088569,82097694,"LINC01583"
"12112","15",86078809,86116747,"LINC01584"
"12113","15",90660207,90664967,"LINC01585"
"12114","15",88585566,88605110,"LINC01586"
"12115","4",5524569,5527801,"LINC01587"
"12116","14",49927571,50105102,"LINC01588"
"12117","22",45604432,45620858,"LINC01589"
"12118","8",135234131,135299719,"LINC01591"
"12119","8",68880139,69104242,"LINC01592"
"12120","2",108049200,108052755,"LINC01593"
"12121","2",108167125,108217886,"LINC01594"
"12122","CHR_HSCHR4_3_CTG12",189884988,189888341,"LINC01596"
"12123","CHR_HSCHR4_7_CTG12",189892101,189895454,"LINC01596"
"12124","CHR_HSCHR4_6_CTG12",189885470,189888818,"LINC01596"
"12125","4",189881515,189884868,"LINC01596"
"12126","20",30278906,30289956,"LINC01597"
"12127","6",2621911,2634622,"LINC01600"
"12128","8",57855500,57984126,"LINC01602"
"12129","8",69424849,69448282,"LINC01603"
"12130","8",37421341,37554183,"LINC01605"
"12131","CHR_HSCHR8_1_CTG6",57193590,57252058,"LINC01606"
"12132","CHR_HG2067_PATCH",57148457,57244793,"LINC01606"
"12133","8",57142659,57244793,"LINC01606"
"12134","8",79768110,79802848,"LINC01607"
"12135","8",110899996,111040372,"LINC01608"
"12136","8",111093263,111236203,"LINC01609"
"12137","6",84421028,84556152,"LINC01611"
"12138","4",170226535,170284881,"LINC01612"
"12139","9",119935053,119937832,"LINC01613"
"12140","2",215718043,215720944,"LINC01614"
"12141","6",169157162,169163007,"LINC01615"
"12142","11",29980113,29982392,"LINC01616"
"12143","4",52712394,52866821,"LINC01618"
"12144","12",91984976,92142914,"LINC01619"
"12145","20",44436172,44465349,"LINC01620"
"12146","6",79803574,79833387,"LINC01621"
"12147","6",958323,1101400,"LINC01622"
"12148","CHR_HSCHR6_MHC_APD_CTG1",28859616,28863341,"LINC01623"
"12149","CHR_HSCHR6_MHC_QBL_CTG1",28859613,28863339,"LINC01623"
"12150","CHR_HSCHR6_MHC_COX_CTG1",28860261,28864009,"LINC01623"
"12151","CHR_HSCHR6_MHC_MCF_CTG1",28859629,28863351,"LINC01623"
"12152","CHR_HSCHR6_MHC_DBB_CTG1",28859634,28863359,"LINC01623"
"12153","CHR_HSCHR6_MHC_MANN_CTG1",28859590,28863315,"LINC01623"
"12154","CHR_HSCHR6_MHC_SSTO_CTG1",28860338,28864060,"LINC01623"
"12155","6",28859625,28864630,"LINC01623"
"12156","CHR_HSCHR6_1_CTG5",170272763,170279887,"LINC01624"
"12157","6",170272474,170279887,"LINC01624"
"12158","6",139435636,139474658,"LINC01625"
"12159","6",71450834,71458874,"LINC01626"
"12160","2",66921510,66922482,"LINC01628"
"12161","14",76959636,76965802,"LINC01629"
"12162","18",51346249,51643939,"LINC01630"
"12163","1",184999710,185008789,"LINC01633"
"12164","22",18029385,18037970,"LINC01634"
"12165","1",22023990,22026048,"LINC01635"
"12166","22",20957092,20964682,"LINC01637"
"12167","22",27221349,27225134,"LINC01638"
"12168","22",43400331,43409681,"LINC01639"
"12169","22",33104330,33145861,"LINC01640"
"12170","22",47461299,47487126,"LINC01644"
"12171","1",177351560,177459759,"LINC01645"
"12172","1",4571481,4594016,"LINC01646"
"12173","1",11609468,11613358,"LINC01647"
"12174","1",30013952,30037612,"LINC01648"
"12175","1",115904855,115931616,"LINC01649"
"12176","1",95351251,95352676,"LINC01650"
"12177","1",218043505,218059140,"LINC01653"
"12178","1",18065657,18074412,"LINC01654"
"12179","1",221819842,221840717,"LINC01655"
"12180","22",44443327,44444788,"LINC01656"
"12181","1",175877343,175880468,"LINC01657"
"12182","CHR_HSCHR22_1_CTG6",23433564,23435071,"LINC01659"
"12183","22",23433518,23435071,"LINC01659"
"12184","1",106818224,106865316,"LINC01661"
"12185","22",17121530,17132105,"LINC01664"
"12186","22",16746628,16748645,"LINC01665"
"12187","21",9781910,9838011,"LINC01667"
"12188","21",42777819,42779994,"LINC01668"
"12189","21",42599280,42615094,"LINC01671"
"12190","1",6724637,6730012,"LINC01672"
"12191","21",13516107,13574999,"LINC01674"
"12192","1",166474879,166490307,"LINC01675"
"12193","1",105587575,105618991,"LINC01676"
"12194","1",105927620,106028277,"LINC01677"
"12195","21",44158740,44160076,"LINC01678"
"12196","21",43358147,43362349,"LINC01679"
"12197","1",191221159,191228467,"LINC01680"
"12198","1",170173865,170304358,"LINC01681"
"12199","1",229812917,229892046,"LINC01682"
"12200","21",19893113,19900043,"LINC01683"
"12201","21",24306939,24547942,"LINC01684"
"12202","1",38474825,38516520,"LINC01685"
"12203","1",182615254,182616629,"LINC01686"
"12204","21",22008756,22098518,"LINC01687"
"12205","1",182712862,182714544,"LINC01688"
"12206","21",24304546,24321377,"LINC01689"
"12207","21",32958888,32960566,"LINC01690"
"12208","21",24840550,25057746,"LINC01692"
"12209","1",211639440,211654627,"LINC01693"
"12210","21",45590771,45603088,"LINC01694"
"12211","21",28116094,28228667,"LINC01695"
"12212","1",209325392,209328535,"LINC01696"
"12213","21",28048404,28137611,"LINC01697"
"12214","1",209367662,209380518,"LINC01698"
"12215","1",181236388,181238604,"LINC01699"
"12216","21",38974429,38977774,"LINC01700"
"12217","1",226083590,226090465,"LINC01703"
"12218","1",158131983,158149810,"LINC01704"
"12219","20",7347451,7367933,"LINC01706"
"12220","1",69055838,69229607,"LINC01707"
"12221","1",99472332,99600995,"LINC01708"
"12222","1",218912757,218918714,"LINC01710"
"12223","20",58634772,58635738,"LINC01711"
"12224","1",83445967,83480024,"LINC01712"
"12225","20",6731080,6736326,"LINC01713"
"12226","1",8201518,8215210,"LINC01714"
"12227","20",56577563,56598621,"LINC01716"
"12228","1",208728665,208736286,"LINC01717"
"12229","20",61079049,61083750,"LINC01718"
"12230","1",146052566,146061952,"LINC01719"
"12231","1",190624890,190801658,"LINC01720"
"12232","20",24063255,24226013,"LINC01721"
"12233","20",12865202,12952519,"LINC01722"
"12234","20",12950288,13008417,"LINC01723"
"12235","1",196044883,196065235,"LINC01724"
"12236","1",83575776,83861053,"LINC01725"
"12237","20",21610787,21703585,"LINC01726"
"12238","20",21557417,21666621,"LINC01727"
"12239","20",43894720,43895468,"LINC01728"
"12240","20",5507875,5510002,"LINC01729"
"12241","20",3808357,3812434,"LINC01730"
"12242","1",181174484,181182208,"LINC01732"
"12243","20",25955795,25969288,"LINC01733"
"12244","20",39213777,39224748,"LINC01734"
"12245","1",230002372,230007195,"LINC01736"
"12246","1",230592660,230595583,"LINC01737"
"12247","1",62975751,63022504,"LINC01739"
"12248","1",212545694,212556065,"LINC01740"
"12249","1",177700524,177712275,"LINC01741"
"12250","20",58003904,58004648,"LINC01742"
"12251","1",246516039,246524287,"LINC01743"
"12252","1",232727251,232751299,"LINC01744"
"12253","1",232718071,232722250,"LINC01745"
"12254","20",22668480,22685344,"LINC01747"
"12255","1",60515716,60640507,"LINC01748"
"12256","20",63009383,63085071,"LINC01749"
"12257","1",111989770,111998842,"LINC01750"
"12258","20",7302056,7307432,"LINC01751"
"12259","20",10696949,10754033,"LINC01752"
"12260","1",55915603,55944980,"LINC01753"
"12261","20",47391925,47412327,"LINC01754"
"12262","1",55868254,55950119,"LINC01755"
"12263","1",29329620,29350114,"LINC01756"
"12264","1",20243095,20244664,"LINC01757"
"12265","1",69433255,69435409,"LINC01758"
"12266","1",95310928,95318263,"LINC01760"
"12267","1",95474737,95479356,"LINC01761"
"12268","1",116423724,116478842,"LINC01762"
"12269","1",90851122,90855253,"LINC01763"
"12270","19",35596581,35601596,"LINC01766"
"12271","1",56414918,56417137,"LINC01767"
"12272","1",1430539,1434573,"LINC01770"
"12273","1",16460948,16468481,"LINC01772"
"12274","1",208972454,208975307,"LINC01774"
"12275","19",2458935,2462185,"LINC01775"
"12276","1",98210747,98272658,"LINC01776"
"12277","1",4412027,4424689,"LINC01777"
"12278","1",30824217,30834864,"LINC01778"
"12279","1",119327399,119356182,"LINC01780"
"12280","1",80535755,80646854,"LINC01781"
"12281","19",32102088,32105916,"LINC01782"
"12282","1",16533886,16535649,"LINC01783"
"12283","CHR_HG1342_HG2282_PATCH",12822686,12823159,"LINC01784"
"12284","1",12822686,12823159,"LINC01784"
"12285","19",22615551,22623980,"LINC01785"
"12286","1",96254069,96374125,"LINC01787"
"12287","1",70706441,70786468,"LINC01788"
"12288","2",194730595,194761435,"LINC01790"
"12289","19",31167457,31225143,"LINC01791"
"12290","2",200711535,200735203,"LINC01792"
"12291","2",59217708,59279400,"LINC01793"
"12292","2",58275532,58296817,"LINC01795"
"12293","2",102873183,102895780,"LINC01796"
"12294","2",66696190,66703252,"LINC01797"
"12295","2",66574030,66731223,"LINC01798"
"12296","2",66904436,66971462,"LINC01799"
"12297","2",64846130,64863626,"LINC01800"
"12298","19",34788527,34832869,"LINC01801"
"12299","2",207260445,207270690,"LINC01802"
"12300","2",219903900,219904923,"LINC01803"
"12301","2",15690782,15744339,"LINC01804"
"12302","2",64486353,64500904,"LINC01805"
"12303","2",161244720,161249095,"LINC01806"
"12304","2",228475224,228841689,"LINC01807"
"12305","2",83522814,83523502,"LINC01809"
"12306","2",5810641,5812670,"LINC01810"
"12307","2",67796054,67825562,"LINC01812"
"12308","2",56077417,56090382,"LINC01813"
"12309","2",8461703,8592903,"LINC01814"
"12310","2",81461358,81467468,"LINC01815"
"12311","2",70124034,70132923,"LINC01816"
"12312","2",150234892,150257007,"LINC01817"
"12313","2",42972255,43040662,"LINC01819"
"12314","2",46392291,46394228,"LINC01820"
"12315","2",194344190,194576578,"LINC01821"
"12316","2",21687430,21710656,"LINC01822"
"12317","2",123066151,123073481,"LINC01826"
"12318","2",67086446,67311439,"LINC01828"
"12319","2",67123357,67397980,"LINC01829"
"12320","2",104412145,104414195,"LINC01831"
"12321","2",138101878,138107178,"LINC01832"
"12322","2",44921077,44939199,"LINC01833"
"12323","19",34905315,34908188,"LINC01838"
"12324","3",184546714,184556918,"LINC01840"
"12325","19",14305458,14370196,"LINC01841"
"12326","19",14333743,14344074,"LINC01842"
"12327","5",134506552,134509230,"LINC01843"
"12328","5",142716229,142761035,"LINC01844"
"12329","5",159448556,159466291,"LINC01845"
"12330","5",98085866,98161352,"LINC01846"
"12331","5",159698586,159937766,"LINC01847"
"12332","5",109883182,109884751,"LINC01848"
"12333","2",100603752,100611560,"LINC01849"
"12334","2",77915870,77918011,"LINC01851"
"12335","15",38068812,38072990,"LINC01852"
"12336","2",129242173,129273848,"LINC01854"
"12337","19",16065737,16066312,"LINC01855"
"12338","2",129923177,129946703,"LINC01856"
"12339","2",207662375,207679116,"LINC01857"
"12340","19",23046958,23063705,"LINC01858"
"12341","19",23015059,23031818,"LINC01859"
"12342","5",153887428,153898987,"LINC01861"
"12343","19",56066684,56078801,"LINC01864"
"12344","2",317912,342118,"LINC01865"
"12345","2",52370602,52390056,"LINC01867"
"12346","19",50808874,50818880,"LINC01869"
"12347","19",51271266,51281234,"LINC01872"
"12348","2",66383306,66392450,"LINC01873"
"12349","2",490944,503905,"LINC01874"
"12350","2",545805,546667,"LINC01875"
"12351","2",156011530,156254950,"LINC01876"
"12352","2",199608062,199750341,"LINC01877"
"12353","2",212795300,212819264,"LINC01878"
"12354","18",76686058,76693636,"LINC01879"
"12355","CHR_HSCHR2_2_CTG15",242052699,242089153,"LINC01880"
"12356","CHR_HSCHR2_1_CTG15",242053059,242089513,"LINC01880"
"12357","2",242047695,242084233,"LINC01880"
"12358","2",242094894,242130807,"LINC01881"
"12359","18",12739490,12776140,"LINC01882"
"12360","2",38431294,38433573,"LINC01883"
"12361","2",22508129,22548800,"LINC01884"
"12362","2",107529292,107556499,"LINC01886"
"12363","18",10612304,10626353,"LINC01887"
"12364","2",234444590,234454595,"LINC01891"
"12365","18",5081171,5098780,"LINC01892"
"12366","18",76209422,76221718,"LINC01893"
"12367","18",24932771,24987919,"LINC01894"
"12368","18",3347696,3383532,"LINC01895"
"12369","18",75696044,75712851,"LINC01898"
"12370","18",71732615,71788128,"LINC01899"
"12371","18",39841678,39896298,"LINC01902"
"12372","18",67808505,67814822,"LINC01903"
"12373","18",926083,927993,"LINC01904"
"12374","18",56031830,56135295,"LINC01905"
"12375","2",230690065,230700529,"LINC01907"
"12376","18",70335439,70352459,"LINC01909"
"12377","18",70380140,70384591,"LINC01910"
"12378","2",41860155,41894050,"LINC01913"
"12379","2",41931599,41934660,"LINC01914"
"12380","18",24534551,24708542,"LINC01915"
"12381","18",53480825,53581107,"LINC01917"
"12382","2",105144113,105145424,"LINC01918"
"12383","18",53568439,53629990,"LINC01919"
"12384","2",150552532,150572221,"LINC01920"
"12385","2",216859948,216871643,"LINC01921"
"12386","18",74409415,74413209,"LINC01922"
"12387","2",198299276,198375490,"LINC01923"
"12388","18",64041555,64423601,"LINC01924"
"12389","18",508568,515294,"LINC01925"
"12390","18",58808468,58834364,"LINC01926"
"12391","18",76622136,76639030,"LINC01927"
"12392","18",11454478,11465996,"LINC01928"
"12393","18",55105904,55124306,"LINC01929"
"12394","2",149745648,149859191,"LINC01931"
"12395","5",159227715,159245127,"LINC01932"
"12396","5",151949571,152270449,"LINC01933"
"12397","2",181086076,181409321,"LINC01934"
"12398","2",102967408,102984429,"LINC01935"
"12399","2",30346623,30361010,"LINC01936"
"12400","2",899462,905539,"LINC01939"
"12401","2",238919302,238926269,"LINC01940"
"12402","2",126109761,126118023,"LINC01941"
"12403","5",173689459,173705849,"LINC01942"
"12404","5",172543403,172559202,"LINC01944"
"12405","2",131983937,131994161,"LINC01945"
"12406","2",31793823,31803980,"LINC01946"
"12407","5",166905222,166926370,"LINC01947"
"12408","5",56451627,56481946,"LINC01948"
"12409","5",87205408,87240145,"LINC01949"
"12410","5",106815197,107011052,"LINC01950"
"12411","5",174919082,174995513,"LINC01951"
"12412","2",213155806,213167712,"LINC01953"
"12413","2",10844224,10885152,"LINC01954"
"12414","5",114576041,114579970,"LINC01957"
"12415","2",174025280,174027163,"LINC01960"
"12416","5",181178821,181191852,"LINC01962"
"12417","2",216217045,216220192,"LINC01963"
"12418","2",85061213,85067347,"LINC01964"
"12419","3",194708093,194826008,"LINC01968"
"12420","17",82290046,82292814,"LINC01970"
"12421","3",194765238,194768712,"LINC01972"
"12422","17",77877330,77884119,"LINC01973"
"12423","17",3977103,3981899,"LINC01975"
"12424","17",43938257,43938963,"LINC01976"
"12425","17",79819083,79827704,"LINC01977"
"12426","17",79919310,79926018,"LINC01978"
"12427","17",79915252,79926725,"LINC01979"
"12428","3",27797552,27931579,"LINC01980"
"12429","3",27830886,27834136,"LINC01981"
"12430","CHR_HSCHR17_11_CTG4",52390515,52535701,"LINC01982"
"12431","17",52390515,52535701,"LINC01982"
"12432","3",195836193,195860404,"LINC01983"
"12433","3",30518833,30527193,"LINC01985"
"12434","3",11745,24849,"LINC01986"
"12435","17",77722872,77728559,"LINC01987"
"12436","3",44424134,44429529,"LINC01988"
"12437","17",34169372,34195937,"LINC01989"
"12438","3",107430892,107463912,"LINC01990"
"12439","3",187958775,187976407,"LINC01991"
"12440","17",27928924,27991787,"LINC01992"
"12441","17",78261349,78278492,"LINC01993"
"12442","3",182446970,182486364,"LINC01994"
"12443","3",182498187,182536772,"LINC01995"
"12444","17",4610449,4617650,"LINC01996"
"12445","17",60564547,60586623,"LINC01999"
"12446","3",134055256,134057648,"LINC02000"
"12447","17",72342692,72355136,"LINC02003"
"12448","3",134313498,134327944,"LINC02004"
"12449","3",73805754,73902960,"LINC02005"
"12450","3",153384934,153980186,"LINC02006"
"12451","3",81986138,82463675,"LINC02008"
"12452","3",46416524,46423591,"LINC02009"
"12453","3",146921795,146927429,"LINC02010"
"12454","3",14799331,14811414,"LINC02011"
"12455","3",197505262,197506986,"LINC02012"
"12456","3",130089433,130094304,"LINC02014"
"12457","3",177816865,177899224,"LINC02015"
"12458","3",127322307,127390670,"LINC02016"
"12459","3",55178172,55189214,"LINC02017"
"12460","CHR_HSCHR3_5_CTG1",75445517,75548314,"LINC02018"
"12461","3",75435232,75538029,"LINC02018"
"12462","3",186439239,186457299,"LINC02020"
"12463","3",130111669,130201336,"LINC02021"
"12464","3",12877522,12885211,"LINC02022"
"12465","3",117678693,117691005,"LINC02024"
"12466","CHR_HSCHR3_4_CTG1",84881984,84893375,"LINC02025"
"12467","3",84881984,84893379,"LINC02025"
"12468","3",193957372,194003760,"LINC02026"
"12469","3",80993811,81105182,"LINC02027"
"12470","3",194005259,194071025,"LINC02028"
"12471","3",157081738,157088547,"LINC02029"
"12472","3",148076432,148089134,"LINC02032"
"12473","3",36819276,36822498,"LINC02033"
"12474","3",122886941,122892416,"LINC02035"
"12475","3",194202392,194250203,"LINC02036"
"12476","3",194247617,194260720,"LINC02037"
"12477","3",193841868,193844024,"LINC02038"
"12478","5",126179565,126193858,"LINC02039"
"12479","3",187448845,187449450,"LINC02041"
"12480","3",112736447,112749319,"LINC02042"
"12481","3",186810880,186825521,"LINC02043"
"12482","3",113142350,113167819,"LINC02044"
"12483","3",148279682,148401084,"LINC02046"
"12484","3",120833440,120836360,"LINC02049"
"12485","3",80764862,80789388,"LINC02050"
"12486","3",186454969,186493661,"LINC02052"
"12487","3",180413008,180476778,"LINC02053"
"12488","CHR_HSCHR3_5_CTG2_1",184426592,184444693,"LINC02054"
"12489","3",184399790,184457891,"LINC02054"
"12490","8",135859369,137092183,"LINC02055"
"12491","5",72574120,72660669,"LINC02056"
"12492","5",61201304,61304811,"LINC02057"
"12493","5",86746818,86749777,"LINC02059"
"12494","5",88408982,88439090,"LINC02060"
"12495","5",29304305,29396095,"LINC02064"
"12496","5",66205120,66209893,"LINC02065"
"12497","3",161426427,161448242,"LINC02067"
"12498","3",172560888,172595607,"LINC02068"
"12499","3",184725013,184773178,"LINC02069"
"12500","3",86481943,86496996,"LINC02070"
"12501","17",51312609,51335165,"LINC02071"
"12502","17",51336646,51521401,"LINC02073"
"12503","17",49457861,49461749,"LINC02075"
"12504","CHR_HSCHR17_3_CTG1",18420764,18423985,"LINC02076"
"12505","17",18411159,18414380,"LINC02076"
"12506","3",78038705,78046794,"LINC02077"
"12507","17",79707266,79712317,"LINC02078"
"12508","17",39026715,39027110,"LINC02079"
"12509","17",76799044,76807102,"LINC02080"
"12510","3",168902194,168924590,"LINC02082"
"12511","17",15806241,15847996,"LINC02087"
"12512","17",20612912,20633234,"LINC02088"
"12513","17",52862121,52899588,"LINC02089"
"12514","17",16988329,16990177,"LINC02090"
"12515","CHR_HSCHR17_1_CTG1",182756,190502,"LINC02091"
"12516","17",183824,191587,"LINC02091"
"12517","17",73786675,73800966,"LINC02092"
"12518","17",13299184,13306771,"LINC02093"
"12519","17",72072333,72103035,"LINC02097"
"12520","11",128208749,128241441,"LINC02098"
"12521","8",29748309,29798492,"LINC02099"
"12522","5",58107631,58122375,"LINC02101"
"12523","5",6686325,6707711,"LINC02102"
"12524","5",28285964,28287807,"LINC02103"
"12525","5",39520398,39524726,"LINC02104"
"12526","5",53776048,53819722,"LINC02105"
"12527","5",50969217,50970167,"LINC02106"
"12528","5",58541567,58558243,"LINC02108"
"12529","CHR_HSCHR5_2_CTG1",29152383,29181238,"LINC02109"
"12530","5",28809331,29217115,"LINC02109"
"12531","5",37948491,37951055,"LINC02110"
"12532","5",17378906,17387310,"LINC02111"
"12533","5",9641305,9903852,"LINC02112"
"12534","5",99549432,99577957,"LINC02113"
"12535","5",4773481,4774865,"LINC02114"
"12536","5",103528434,103541985,"LINC02115"
"12537","5",1855970,1856568,"LINC02116"
"12538","5",52008031,52080987,"LINC02118"
"12539","5",38025568,38184717,"LINC02119"
"12540","5",32947443,32962467,"LINC02120"
"12541","5",5069192,5078311,"LINC02121"
"12542","5",7346986,7348671,"LINC02123"
"12543","CHR_HSCHR16_4_CTG1",1891136,1892455,"LINC02124"
"12544","16",1889114,1890434,"LINC02124"
"12545","16",76634998,76658478,"LINC02125"
"12546","16",65141751,65176713,"LINC02126"
"12547","16",51017544,51035784,"LINC02127"
"12548","16",14363109,14370266,"LINC02130"
"12549","16",47724568,47908431,"LINC02133"
"12550","16",47965620,47971693,"LINC02134"
"12551","16",86286427,86293389,"LINC02135"
"12552","CHR_HSCHR16_4_CTG3_1",71371721,71426464,"LINC02136"
"12553","16",71366933,71426464,"LINC02136"
"12554","16",89166383,89169147,"LINC02138"
"12555","16",85137150,85149443,"LINC02139"
"12556","16",54365996,54370794,"LINC02140"
"12557","16",59855353,60053973,"LINC02141"
"12558","5",164448161,164467879,"LINC02143"
"12559","5",6310441,6339884,"LINC02145"
"12560","5",20606710,20616441,"LINC02146"
"12561","5",117730515,118266267,"LINC02147"
"12562","5",118282575,118284782,"LINC02148"
"12563","5",15112120,15266541,"LINC02149"
"12564","5",16373361,16440081,"LINC02150"
"12565","8",20972021,20995119,"LINC02153"
"12566","X",13266041,13303452,"LINC02154"
"12567","8",61889839,61894206,"LINC02155"
"12568","12",47377638,47420192,"LINC02156"
"12569","5",160931778,160938626,"LINC02159"
"12570","5",33229257,33284642,"LINC02160"
"12571","5",3452816,3461660,"LINC02162"
"12572","16",35743268,35756515,"LINC02167"
"12573","16",50806668,50807629,"LINC02168"
"12574","16",54245544,54270879,"LINC02169"
"12575","4",3673593,3677855,"LINC02171"
"12576","4",137545731,137603430,"LINC02172"
"12577","4",106433489,106453449,"LINC02173"
"12578","4",171536034,171638763,"LINC02174"
"12579","16",25066937,25088618,"LINC02175"
"12580","16",9355588,9408093,"LINC02177"
"12581","16",50390916,50395133,"LINC02178"
"12582","16",52085210,52099120,"LINC02180"
"12583","16",87057784,87070105,"LINC02181"
"12584","16",88186605,88195217,"LINC02182"
"12585","16",14001198,14016056,"LINC02185"
"12586","16",14018880,14021077,"LINC02186"
"12587","16",86710122,86742083,"LINC02188"
"12588","16",86720575,86722042,"LINC02189"
"12589","16",31542748,31553604,"LINC02190"
"12590","16",47849307,47887130,"LINC02192"
"12591","CHR_HSCHR5_1_CTG1_1",70677171,70771675,"LINC02197"
"12592","CHR_HSCHR5_2_CTG1_1",70567180,70661645,"LINC02197"
"12593","5",71337182,71446772,"LINC02197"
"12594","5",68970692,69030165,"LINC02198"
"12595","5",8839699,8898052,"LINC02199"
"12596","5",112628436,112682077,"LINC02200"
"12597","5",122628952,122730685,"LINC02201"
"12598","5",159100483,159117478,"LINC02202"
"12599","CHR_HSCHR15_1_CTG1",21552724,21660461,"LINC02203"
"12600","15",21552815,21557161,"LINC02203"
"12601","15",21552795,21653276,"LINC02203"
"12602","15",70570958,70586606,"LINC02204"
"12603","15",70503907,70505928,"LINC02205"
"12604","15",66931537,66956518,"LINC02206"
"12605","15",93835490,93878822,"LINC02207"
"12606","5",118000253,118562199,"LINC02208"
"12607","8",29920560,29953724,"LINC02209"
"12608","CHR_HSCHR17_2_CTG5",45631949,45659841,"LINC02210"
"12609","17",45620328,45655156,"LINC02210"
"12610","CHR_HSCHR17_2_CTG5",45633529,45828162,"LINC02210-CRHR1"
"12611","17",45620344,45835826,"LINC02210-CRHR1"
"12612","5",25187800,25324386,"LINC02211"
"12613","5",10493291,10502728,"LINC02212"
"12614","5",10504996,10522084,"LINC02213"
"12615","5",116742991,116762209,"LINC02214"
"12616","5",118596188,118628092,"LINC02215"
"12617","5",17403889,17443619,"LINC02217"
"12618","5",17444010,17486829,"LINC02218"
"12619","5",68189876,68198407,"LINC02219"
"12620","5",12914068,13032886,"LINC02220"
"12621","5",9854371,9899970,"LINC02221"
"12622","5",180683724,180687502,"LINC02222"
"12623","5",17684584,17955857,"LINC02223"
"12624","5",44495099,44658569,"LINC02224"
"12625","5",57890327,57899162,"LINC02225"
"12626","5",8333481,8457558,"LINC02226"
"12627","5",158320683,158409773,"LINC02227"
"12628","5",25087450,25190956,"LINC02228"
"12629","5",66507380,66511644,"LINC02229"
"12630","5",73337906,73338533,"LINC02230"
